account_type,hour,dow,stage,alpha,n,ter
human,19,6,global,0.05,36878,0.7842073865177069
human,19,6,global,0.01,36878,0.5152123217094202
human,19,6,global,0.005,36878,0.46097944574000754
human,19,6,global,0.001,36878,1.0033082054341342
human,19,6,stratified,0.05,36878,0.9968002603178047
human,19,6,stratified,0.01,36878,1.1687184771408428
human,19,6,stratified,0.005,36878,1.2582027224903738
human,19,6,stratified,0.001,36878,1.8710342209447366
human,20,0,global,0.05,36417,0.6853941840349287
human,20,0,global,0.01,36417,0.5107504736798747
human,20,0,global,0.005,36417,0.6535409286871516
human,20,0,global,0.001,36417,1.1533075212126205
human,20,0,stratified,0.05,36417,1.1780212538100336
human,20,0,stratified,0.01,36417,1.13408572919241
human,20,0,stratified,0.005,36417,1.323557679105912
human,20,0,stratified,0.001,36417,1.5926627673888567
human,20,1,global,0.05,31699,0.8915107732105113
human,20,1,global,0.01,31699,0.5236758257358276
human,20,1,global,0.005,31699,0.5110571311397836
human,20,1,global,0.001,31699,1.4196031420549544
human,20,1,stratified,0.05,31699,1.6732389034354396
human,20,1,stratified,0.01,31699,1.5868008454525377
human,20,1,stratified,0.005,31699,1.5584087826114388
human,20,1,stratified,0.001,31699,1.608883560995615
human,20,2,global,0.05,27232,0.4164218566392479
human,20,2,global,0.01,27232,0.2056404230317274
human,20,2,global,0.005,27232,0.2056404230317274
human,20,2,global,0.001,27232,0.22032902467685075
human,20,2,stratified,0.05,27232,0.7131316098707403
human,20,2,stratified,0.01,27232,0.594888366627497
human,20,2,stratified,0.005,27232,0.6316098707403055
human,20,2,stratified,0.001,27232,1.285252643948296
human,20,3,global,0.05,26205,0.289257775233734
human,20,3,global,0.01,26205,0.17553901927113147
human,20,3,global,0.005,26205,0.2442282007250525
human,20,3,global,0.001,26205,0.9158557527189467
human,20,3,stratified,0.05,26205,0.6525472238122495
human,20,3,stratified,0.01,26205,0.5418813203587102
human,20,3,stratified,0.005,26205,0.618202633085289
human,20,3,stratified,0.001,26205,0.8776950963556573
human,20,4,global,0.05,25988,0.37247960597198704
human,20,4,global,0.01,25988,0.3386178236108973
human,20,4,global,0.005,25988,0.44635985839618286
human,20,4,global,0.001,25988,0.9619824534400493
human,20,4,stratified,0.05,25988,0.8096044328151454
human,20,4,stratified,0.01,25988,0.900415576419886
human,20,4,stratified,0.005,25988,1.054332768970294
human,20,4,stratified,0.001,25988,2.53963367708173
human,20,5,global,0.05,31959,0.5175380956850965
human,20,5,global,0.01,31959,0.3160299133264495
human,20,5,global,0.005,31959,0.3692230670546638
human,20,5,global,0.001,31959,0.8135423511373947
human,20,5,stratified,0.05,31959,0.8661097030570417
human,20,5,stratified,0.01,31959,0.9167996495509873
human,20,5,stratified,0.005,31959,0.8510904596514284
human,20,5,stratified,0.001,31959,0.8448324415657561
human,20,6,global,0.05,36314,0.7347028694167538
human,20,6,global,0.01,36314,0.4819078041526684
human,20,6,global,0.005,36314,0.4901690807952856
human,20,6,global,0.001,36314,1.184116318775128
human,20,6,stratified,0.05,36314,1.0139340199372142
human,20,6,stratified,0.01,36314,1.2006388720603622
human,20,6,stratified,0.005,36314,1.3768794404361955
human,20,6,stratified,0.001,36314,2.092856749463017
human,21,0,global,0.05,36837,0.6878953226375654
human,21,0,global,0.01,36837,0.4669218448842197
human,21,0,global,0.005,36837,0.5863669679941362
human,21,0,global,0.001,36837,1.275891087765019
human,21,0,stratified,0.05,36837,1.1086679154111354
human,21,0,stratified,0.01,36837,1.009854222656568
human,21,0,stratified,0.005,36837,1.1510166408773788
human,21,0,stratified,0.001,36837,1.6830903710942802
human,21,1,global,0.05,31731,0.8395575304906873
human,21,1,global,0.01,31731,0.5073902492830356
human,21,1,global,0.005,31731,0.5231477104408937
human,21,1,global,0.001,31731,1.4496864265229585
human,21,1,stratified,0.05,31731,1.6595758091456305
human,21,1,stratified,0.01,31731,1.651381929343544
human,21,1,stratified,0.005,31731,1.4244744886703855
human,21,1,stratified,0.001,31731,1.7018058050486904
human,21,2,global,0.05,29889,0.5179162902740139
human,21,2,global,0.01,29889,0.2944226973133929
human,21,2,global,0.005,29889,0.4081769212753856
human,21,2,global,0.001,29889,0.9702566161464083
human,21,2,stratified,0.05,29889,0.8143464150690889
human,21,2,stratified,0.01,29889,0.8966509418180602
human,21,2,stratified,0.005,29889,0.8765766670012378
human,21,2,stratified,0.001,29889,2.007427481682224
human,21,3,global,0.05,25840,0.2871517027863777
human,21,3,global,0.01,25840,0.20123839009287925
human,21,3,global,0.005,25840,0.34055727554179566
human,21,3,global,0.001,25840,1.2770897832817336
human,21,3,stratified,0.05,25840,0.6888544891640866
human,21,3,stratified,0.01,25840,0.6501547987616099
human,21,3,stratified,0.005,25840,0.6191950464396285
human,21,3,stratified,0.001,25840,1.08359133126935
human,21,4,global,0.05,26064,0.3667894413750767
human,21,4,global,0.01,26064,0.295426642111725
human,21,4,global,0.005,26064,0.46807857581338247
human,21,4,global,0.001,26064,0.7289748311847759
human,21,4,stratified,0.05,26064,0.8072437077961939
human,21,4,stratified,0.01,26064,0.8133824432166974
human,21,4,stratified,0.005,26064,1.0512584407612031
human,21,4,stratified,0.001,26064,2.4554941682013505
human,21,5,global,0.05,31902,0.49401291455081187
human,21,5,global,0.01,31902,0.2476333772177293
human,21,5,global,0.005,31902,0.3698827659707855
human,21,5,global,0.001,31902,0.9717259106012162
human,21,5,stratified,0.05,31902,0.8087267255971412
human,21,5,stratified,0.01,31902,0.7648423296345056
human,21,5,stratified,0.005,31902,0.7334963325183373
human,21,5,stratified,0.001,31902,1.034417904833553
human,21,6,global,0.05,36903,0.7392352925236431
human,21,6,global,0.01,36903,0.5311221309920603
human,21,6,global,0.005,36903,0.5636398124813701
human,21,6,global,0.001,36903,1.3549033953879088
human,21,6,stratified,0.05,36903,1.0297265804948106
human,21,6,stratified,0.01,36903,1.2519307373384276
human,21,6,stratified,0.005,36903,1.4090995312034251
human,21,6,stratified,0.001,36903,2.601414519144785
human,22,0,global,0.05,36001,0.6766478708924751
human,22,0,global,0.01,36001,0.4027665898169495
human,22,0,global,0.005,36001,0.466653704063776
human,22,0,global,0.001,36001,0.9166412044109886
human,22,0,stratified,0.05,36001,1.049970834143496
human,22,0,stratified,0.01,36001,0.9694175161801061
human,22,0,stratified,0.005,36001,1.0777478403377683
human,22,0,stratified,0.001,36001,1.4444043221021639
human,22,1,global,0.05,31003,0.807663774473438
human,22,1,global,0.01,31003,0.5257555720414153
human,22,1,global,0.005,31003,0.47092216882237203
human,22,1,global,0.001,31003,1.2579427797309937
human,22,1,stratified,0.05,31003,1.5017901493403865
human,22,1,stratified,0.01,31003,1.67080605102732
human,22,1,stratified,0.005,31003,1.548237267361223
human,22,1,stratified,0.001,31003,1.7417669257813762
human,22,2,global,0.05,26985,0.6277561608300908
human,22,2,global,0.01,26985,0.31498980915323327
human,22,2,global,0.005,26985,0.311284046692607
human,22,2,global,0.001,26985,0.4076338706688901
human,22,2,stratified,0.05,26985,0.9679451547155827
human,22,2,stratified,0.01,26985,1.0042616268297202
human,22,2,stratified,0.005,26985,1.030201964054104
human,22,2,stratified,0.001,26985,1.8158236057068742
human,22,3,global,0.05,26027,0.27740423406462517
human,22,3,global,0.01,26027,0.16905521189533945
human,22,3,global,0.005,26027,0.24589849002958464
human,22,3,global,0.001,26027,0.960540976678065
human,22,3,stratified,0.05,26027,0.7015791293656587
human,22,3,stratified,0.01,26027,0.6224305528873861
human,22,3,stratified,0.005,26027,0.6685365197679333
human,22,3,stratified,0.001,26027,0.8068544204095747
human,22,4,global,0.05,26626,0.3485315105535942
human,22,4,global,0.01,26626,0.23661083151806506
human,22,4,global,0.005,26626,0.3154811086907534
human,22,4,global,0.001,26626,0.4506872981296477
human,22,4,stratified,0.05,26626,0.7331180049575603
human,22,4,stratified,0.01,26626,0.7323668594606775
human,22,4,stratified,0.005,26626,0.9088860512281228
human,22,4,stratified,0.001,26626,1.6149628182979041
human,22,5,global,0.05,31610,0.542866181588105
human,22,5,global,0.01,31610,0.2847200253084467
human,22,5,global,0.005,31610,0.34799114204365705
human,22,5,global,0.001,31610,0.8225245175577348
human,22,5,stratified,0.05,31610,0.8415058525782979
human,22,5,stratified,0.01,31610,0.689655172413793
human,22,5,stratified,0.005,31610,0.6263840556785827
human,22,5,stratified,0.001,31610,0.9174311926605505
human,22,6,global,0.05,36393,0.7347566839776879
human,22,6,global,0.01,36393,0.4149149561728904
human,22,6,global,0.005,36393,0.41216717500618244
human,22,6,global,0.001,36393,1.0441568433489958
human,22,6,stratified,0.05,36393,0.9848047701481053
human,22,6,stratified,0.01,36393,1.1623114335174347
human,22,6,stratified,0.005,36393,1.1265902783502322
human,22,6,stratified,0.001,36393,2.060835875030912
human,23,0,global,0.05,36181,0.5903651087587407
human,23,0,global,0.01,36181,0.37036013377186916
human,23,0,global,0.005,36181,0.4698598712031176
human,23,0,global,0.001,36181,1.1331914540781074
human,23,0,stratified,0.05,36181,0.9076587159006108
human,23,0,stratified,0.01,36181,0.9037892816671734
human,23,0,stratified,0.005,36181,0.9728863215499848
human,23,0,stratified,0.001,36181,1.713606589093723
human,23,1,global,0.05,31213,0.8028705987889662
human,23,1,global,0.01,31213,0.4901803735622977
human,23,1,global,0.005,31213,0.4485310607759588
human,23,1,global,0.001,31213,1.2494793835901707
human,23,1,stratified,0.05,31213,1.526927882613014
human,23,1,stratified,0.01,31213,1.4224842213180404
human,23,1,stratified,0.005,31213,1.2238490372601158
human,23,1,stratified,0.001,31213,1.2494793835901707
human,23,2,global,0.05,27090,0.5101513473606497
human,23,2,global,0.01,27090,0.21410114433370245
human,23,2,global,0.005,27090,0.24363233665559247
human,23,2,global,0.001,27090,0.0
human,23,2,stratified,0.05,27090,0.8335179032853451
human,23,2,stratified,0.01,27090,0.8527131782945736
human,23,2,stratified,0.005,27090,1.0335917312661498
human,23,2,stratified,0.001,27090,1.5503875968992247
human,23,3,global,0.05,25852,0.2808293362215689
human,23,3,global,0.01,25852,0.21661766981278044
human,23,3,global,0.005,25852,0.3326628500696271
human,23,3,global,0.001,25852,0.9283614420547733
human,23,3,stratified,0.05,25852,0.7674454587652793
human,23,3,stratified,0.01,25852,0.7581618443447316
human,23,3,stratified,0.005,25852,0.8277889524988394
human,23,3,stratified,0.001,25852,1.0830883490639023
human,23,4,global,0.05,26511,0.44283504960205194
human,23,4,global,0.01,26511,0.2942174946248727
human,23,4,global,0.005,26511,0.42246614612802236
human,23,4,global,0.001,26511,0.9430047904643356
human,23,4,stratified,0.05,26511,0.8049488891403568
human,23,4,stratified,0.01,26511,0.8562483497416167
human,23,4,stratified,0.005,26511,1.0863415186149146
human,23,4,stratified,0.001,26511,2.2254913054958316
human,23,5,global,0.05,31475,0.5667990468625893
human,23,5,global,0.01,31475,0.25099285146942013
human,23,5,global,0.005,31475,0.29864972200158857
human,23,5,global,0.001,31475,0.5083399523431295
human,23,5,stratified,0.05,31475,0.9791898332009531
human,23,5,stratified,0.01,31475,0.8673550436854647
human,23,5,stratified,0.005,31475,0.7307386814932486
human,23,5,stratified,0.001,31475,0.5401111993645751
human,23,6,global,0.05,36050,0.7628294036061025
human,23,6,global,0.01,36050,0.4022191400832178
human,23,6,global,0.005,36050,0.4216366158113731
human,23,6,global,0.001,36050,0.8876560332871013
human,23,6,stratified,0.05,36050,1.0307905686546464
human,23,6,stratified,0.01,36050,1.1400832177531206
human,23,6,stratified,0.005,36050,1.2094313453536754
human,23,6,stratified,0.001,36050,2.0804438280166435
machine,0,0,global,0.05,129100,1.0604182804027884
machine,0,0,global,0.01,129100,0.9054996127033307
machine,0,0,global,0.005,129100,0.6444616576297444
machine,0,0,global,0.001,129100,0.12393493415956623
machine,0,0,stratified,0.05,129100,0.9592563903950425
machine,0,0,stratified,0.01,129100,0.8466305189775367
machine,0,0,stratified,0.005,129100,0.8597986057319907
machine,0,0,stratified,0.001,129100,0.8443067389620449
machine,0,1,global,0.05,130739,1.1072442041013009
machine,0,1,global,0.01,130739,0.9813445108192659
machine,0,1,global,0.005,130739,0.7358171624381401
machine,0,1,global,0.001,130739,0.25241129272826013
machine,0,1,stratified,0.05,130739,0.8946068120453728
machine,0,1,stratified,0.01,130739,0.17133372597312202
machine,0,1,stratified,0.005,130739,0.09178592462845822
machine,0,1,stratified,0.001,130739,0.0
machine,0,2,global,0.05,120419,1.1290577068402825
machine,0,2,global,0.01,120419,0.9940291814414668
machine,0,2,global,0.005,120419,0.7706425065811874
machine,0,2,global,0.001,120419,0.6145209642996537
machine,0,2,stratified,0.05,120419,1.4109069166825832
machine,0,2,stratified,0.01,120419,1.8252933507170794
machine,0,2,stratified,0.005,120419,1.8385802904857207
machine,0,2,stratified,0.001,120419,1.9432149411637698
machine,0,3,global,0.05,111692,0.8935286323102818
machine,0,3,global,0.01,111692,0.6804426458475091
machine,0,3,global,0.005,111692,0.4315438885506571
machine,0,3,global,0.001,111692,0.08953192708519858
machine,0,3,stratified,0.05,111692,0.9198510188733302
machine,0,3,stratified,0.01,111692,0.8604018192887584
machine,0,3,stratified,0.005,111692,0.8129498979336031
machine,0,3,stratified,0.001,111692,0.8326469218923468
machine,0,4,global,0.05,108981,0.7135188702617887
machine,0,4,global,0.01,108981,0.3385911305640433
machine,0,4,global,0.005,108981,0.22756260265550876
machine,0,4,global,0.001,108981,0.03670364558959819
machine,0,4,stratified,0.05,108981,0.851524577678678
machine,0,4,stratified,0.01,108981,0.6432313889577083
machine,0,4,stratified,0.005,108981,0.6037749699488901
machine,0,4,stratified,0.001,108981,0.7065451775997651
machine,0,5,global,0.05,109755,0.8327638831943874
machine,0,5,global,0.01,109755,0.5248052480524805
machine,0,5,global,0.005,109755,0.29338071158489365
machine,0,5,global,0.001,109755,0.07288961778506674
machine,0,5,stratified,0.05,109755,0.8444262220399981
machine,0,5,stratified,0.01,109755,0.7206960958498474
machine,0,5,stratified,0.005,109755,0.6359619151747072
machine,0,5,stratified,0.001,109755,0.5922281445036672
machine,0,6,global,0.05,118509,0.972921887789113
machine,0,6,global,0.01,118509,0.7560607211266654
machine,0,6,global,0.005,118509,0.5569197276156241
machine,0,6,global,0.001,118509,0.1772017315140622
machine,0,6,stratified,0.05,118509,0.9673526905129568
machine,0,6,stratified,0.01,118509,0.9585769857141652
machine,0,6,stratified,0.005,118509,0.9653275278670819
machine,0,6,stratified,0.001,118509,1.0210195006286442
machine,1,0,global,0.05,122858,1.0175975516449884
machine,1,0,global,0.01,122858,0.7398785589867978
machine,1,0,global,0.005,122858,0.511159224470527
machine,1,0,global,0.001,122858,0.1709290400299533
machine,1,0,stratified,0.05,122858,0.9545979911768057
machine,1,0,stratified,0.01,122858,0.8172036009051099
machine,1,0,stratified,0.005,122858,0.786273584137785
machine,1,0,stratified,0.001,122858,0.773250419183122
machine,1,1,global,0.05,121814,1.1428899798052767
machine,1,1,global,0.01,121814,1.019587239561955
machine,1,1,global,0.005,121814,0.7322639433891014
machine,1,1,global,0.001,121814,0.22985863693828296
machine,1,1,stratified,0.05,121814,1.3120002626955851
machine,1,1,stratified,0.01,121814,1.1911602935623162
machine,1,1,stratified,0.005,121814,0.9966013758681268
machine,1,1,stratified,0.001,121814,0.7470405700494196
machine,1,2,global,0.05,113982,1.1310557807373094
machine,1,2,global,0.01,113982,1.1282483199101614
machine,1,2,global,0.005,113982,1.2387920899791194
machine,1,2,global,0.001,113982,2.026635784597568
machine,1,2,stratified,0.05,113982,1.4774262602867119
machine,1,2,stratified,0.01,113982,2.3214191714481234
machine,1,2,stratified,0.005,113982,2.577599971925392
machine,1,2,stratified,0.001,113982,4.570897159200575
machine,1,3,global,0.05,104723,0.8376383411475988
machine,1,3,global,0.01,104723,0.6436026469829932
machine,1,3,global,0.005,104723,0.37623062746483577
machine,1,3,global,0.001,104723,0.06684300487953936
machine,1,3,stratified,0.05,104723,0.9048633060550213
machine,1,3,stratified,0.01,104723,0.9233883674073509
machine,1,3,stratified,0.005,104723,0.9300726678953047
machine,1,3,stratified,0.001,104723,0.6875280501895477
machine,1,4,global,0.05,102865,0.6575608807660525
machine,1,4,global,0.01,102865,0.2974772760414135
machine,1,4,global,0.005,102865,0.19248529626209107
machine,1,4,global,0.001,102865,0.03888591843678608
machine,1,4,stratified,0.05,102865,0.7882175667136538
machine,1,4,stratified,0.01,102865,0.61439751130122
machine,1,4,stratified,0.005,102865,0.5638458173333981
machine,1,4,stratified,0.001,102865,0.47635250085062947
machine,1,5,global,0.05,102738,0.8333820008176137
machine,1,5,global,0.01,102738,0.37279292958788374
machine,1,5,global,0.005,102738,0.20829683272012303
machine,1,5,global,0.001,102738,0.0681344779925636
machine,1,5,stratified,0.05,102738,0.8773774066070977
machine,1,5,stratified,0.01,102738,0.6054235044482081
machine,1,5,stratified,0.005,102738,0.5587027195390216
machine,1,5,stratified,0.001,102738,0.6132103019330725
machine,1,6,global,0.05,110556,0.9231520677303809
machine,1,6,global,0.01,110556,0.6458265494410073
machine,1,6,global,0.005,110556,0.4468323745432179
machine,1,6,global,0.001,110556,0.189948985129708
machine,1,6,stratified,0.05,110556,0.9689207279568725
machine,1,6,stratified,0.01,110556,1.0202974058395744
machine,1,6,stratified,0.005,110556,1.132457758963783
machine,1,6,stratified,0.001,110556,1.4200947935887696
machine,2,0,global,0.05,121468,1.0275957453814994
machine,2,0,global,0.01,121468,0.7549313399413837
machine,2,0,global,0.005,121468,0.4346823854842427
machine,2,0,global,0.001,121468,0.10702407218362038
machine,2,0,stratified,0.05,121468,0.9643692165837916
machine,2,0,stratified,0.01,121468,0.834787763032239
machine,2,0,stratified,0.005,121468,0.8380808114071195
machine,2,0,stratified,0.001,121468,0.7327032634109395
machine,2,1,global,0.05,120881,1.1182898884026438
machine,2,1,global,0.01,120881,0.9323218702691076
machine,2,1,global,0.005,120881,0.7064799265393238
machine,2,1,global,0.001,120881,0.3805395388853501
machine,2,1,stratified,0.05,120881,1.209288473788271
machine,2,1,stratified,0.01,120881,0.9215674919962608
machine,2,1,stratified,0.005,120881,0.6402991371679586
machine,2,1,stratified,0.001,120881,0.570809308328025
machine,2,2,global,0.05,112721,1.0557039061044526
machine,2,2,global,0.01,112721,0.9430363463773387
machine,2,2,global,0.005,112721,0.6334223436626716
machine,2,2,global,0.001,112721,0.3105011488542508
machine,2,2,stratified,0.05,112721,1.3591078858420347
machine,2,2,stratified,0.01,112721,1.9739001605734514
machine,2,2,stratified,0.005,112721,1.9676901375963662
machine,2,2,stratified,0.001,112721,1.5879915898545967
machine,2,3,global,0.05,102271,0.8635879183737325
machine,2,3,global,0.01,102271,0.5534315690664998
machine,2,3,global,0.005,102271,0.29138269890780377
machine,2,3,global,0.001,102271,0.03911177166547702
machine,2,3,stratified,0.05,102271,0.9451359622962521
machine,2,3,stratified,0.01,102271,0.851658828015762
machine,2,3,stratified,0.005,102271,0.8663257423903159
machine,2,3,stratified,0.001,102271,0.6257883466476323
machine,2,4,global,0.05,102897,0.6643536740624119
machine,2,4,global,0.01,102897,0.26045462938666825
machine,2,4,global,0.005,102897,0.11856516710885642
machine,2,4,global,0.001,102897,0.0
machine,2,4,stratified,0.05,102897,0.8202377134415969
machine,2,4,stratified,0.01,102897,0.6404462715142327
machine,2,4,stratified,0.005,102897,0.5578393927908492
machine,2,4,stratified,0.001,102897,0.427612078097515
machine,2,5,global,0.05,102316,0.8211814378982759
machine,2,5,global,0.01,102316,0.3958325188631299
machine,2,5,global,0.005,102316,0.19742757730951171
machine,2,5,global,0.001,102316,0.06841549708745455
machine,2,5,stratified,0.05,102316,0.8780640369052739
machine,2,5,stratified,0.01,102316,0.6313773016927948
machine,2,5,stratified,0.005,102316,0.598146917393174
machine,2,5,stratified,0.001,102316,0.4691348371711169
machine,2,6,global,0.05,110447,0.9222523020091085
machine,2,6,global,0.01,110447,0.5984770976124294
machine,2,6,global,0.005,110447,0.3132724293099858
machine,2,6,global,0.001,110447,0.036216465816183326
machine,2,6,stratified,0.05,110447,0.9773013300497071
machine,2,6,stratified,0.01,110447,1.012250219562324
machine,2,6,stratified,0.005,110447,1.0520883319601257
machine,2,6,stratified,0.001,110447,0.8691951795883998
machine,3,0,global,0.05,118375,1.034340021119324
machine,3,0,global,0.01,118375,0.8278775079197465
machine,3,0,global,0.005,118375,0.638648363252376
machine,3,0,global,0.001,118375,0.8278775079197466
machine,3,0,stratified,0.05,118375,0.9738542766631467
machine,3,0,stratified,0.01,118375,1.0137275607180571
machine,3,0,stratified,0.005,118375,1.0593453009503695
machine,3,0,stratified,0.001,118375,1.4023231256599789
machine,3,1,global,0.05,120037,1.0854986379199745
machine,3,1,global,0.01,120037,0.8905587443871473
machine,3,1,global,0.005,120037,0.7431042095353932
machine,3,1,global,0.001,120037,0.8164149387272257
machine,3,1,stratified,0.05,120037,1.289602372601781
machine,3,1,stratified,0.01,120037,1.4178961486874881
machine,3,1,stratified,0.005,120037,1.4578838191557604
machine,3,1,stratified,0.001,120037,1.7661221123486925
machine,3,2,global,0.05,113056,1.0925559015001414
machine,3,2,global,0.01,113056,1.0118879139541466
machine,3,2,global,0.005,113056,0.7253042739881121
machine,3,2,global,0.001,113056,0.4511038777243136
machine,3,2,stratified,0.05,113056,1.4352179450891593
machine,3,2,stratified,0.01,113056,2.169721200113218
machine,3,2,stratified,0.005,113056,2.303283328615907
machine,3,2,stratified,0.001,113056,1.3975375035380697
machine,3,3,global,0.05,101475,0.8612958856861295
machine,3,3,global,0.01,101475,0.4651391968465139
machine,3,3,global,0.005,101475,0.2798718896279872
machine,3,3,global,0.001,101475,0.5124414880512441
machine,3,3,stratified,0.05,101475,0.9856614929785662
machine,3,3,stratified,0.01,101475,0.856368563685637
machine,3,3,stratified,0.005,101475,0.7233308696723331
machine,3,3,stratified,0.001,101475,0.6898250800689825
machine,3,4,global,0.05,100841,0.6669906089784908
machine,3,4,global,0.01,100841,0.31832290437421285
machine,3,4,global,0.005,100841,0.22808183179460734
machine,3,4,global,0.001,100841,0.41649725805971777
machine,3,4,stratified,0.05,100841,0.8442994416953421
machine,3,4,stratified,0.01,100841,0.6832538352455847
machine,3,4,stratified,0.005,100841,0.620779246536627
machine,3,4,stratified,0.001,100841,0.6346624884719508
machine,3,5,global,0.05,102324,0.8185762870880732
machine,3,5,global,0.01,102324,0.4622571439740432
machine,3,5,global,0.005,102324,0.29514092490520305
machine,3,5,global,0.001,102324,0.4300066455572495
machine,3,5,stratified,0.05,102324,0.9010593800086001
machine,3,5,stratified,0.01,102324,0.7642390836949299
machine,3,5,stratified,0.005,102324,0.7622845080333059
machine,3,5,stratified,0.001,102324,0.8306946561901412
machine,3,6,global,0.05,108697,0.9417003229159957
machine,3,6,global,0.01,108697,0.6642317635261322
machine,3,6,global,0.005,108697,0.4195147980165046
machine,3,6,global,0.001,108697,0.432394638306485
machine,3,6,stratified,0.05,108697,0.9716919510198072
machine,3,6,stratified,0.01,108697,0.9319484438392963
machine,3,6,stratified,0.005,108697,0.9531081814585498
machine,3,6,stratified,0.001,108697,0.9107887062200428
machine,4,0,global,0.05,118849,1.0557934858517952
machine,4,0,global,0.01,118849,0.8220515107405195
machine,4,0,global,0.005,118849,0.5233531624161751
machine,4,0,global,0.001,118849,0.2019369115432187
machine,4,0,stratified,0.05,118849,0.9864618128886233
machine,4,0,stratified,0.01,118849,0.9642487526188693
machine,4,0,stratified,0.005,118849,0.9524690994455148
machine,4,0,stratified,0.001,118849,0.8918880259825492
machine,4,1,global,0.05,119566,1.0755565963568237
machine,4,1,global,0.01,119566,0.8915578007125771
machine,4,1,global,0.005,119566,0.5419600889885084
machine,4,1,global,0.001,119566,0.15890805078366757
machine,4,1,stratified,0.05,119566,1.255540872823378
machine,4,1,stratified,0.01,119566,1.5606443303280197
machine,4,1,stratified,0.005,119566,1.605807671077062
machine,4,1,stratified,0.001,119566,1.4887175283943597
machine,4,2,global,0.05,112240,1.07679971489665
machine,4,2,global,0.01,112240,1.1546685673556665
machine,4,2,global,0.005,112240,0.8428367783321453
machine,4,2,global,0.001,112240,0.15146115466856735
machine,4,2,stratified,0.05,112240,1.3711689237348539
machine,4,2,stratified,0.01,112240,2.1792587312900924
machine,4,2,stratified,0.005,112240,2.36992159657876
machine,4,2,stratified,0.001,112240,0.9711332858161082
machine,4,3,global,0.05,101444,0.8010330822917078
machine,4,3,global,0.01,101444,0.3952919837545838
machine,4,3,global,0.005,101444,0.18335239146721344
machine,4,3,global,0.001,101444,0.03943062182090611
machine,4,3,stratified,0.05,101444,0.8501242064587358
machine,4,3,stratified,0.01,101444,0.6407476045897244
machine,4,3,stratified,0.005,101444,0.5263988013090967
machine,4,3,stratified,0.001,101444,0.32530263002247545
machine,4,4,global,0.05,101909,0.7059239125101807
machine,4,4,global,0.01,101909,0.2894739424388425
machine,4,4,global,0.005,101909,0.12756478819338823
machine,4,4,global,0.001,101909,0.039250704059504066
machine,4,4,stratified,0.05,101909,0.8676368132353374
machine,4,4,stratified,0.01,101909,0.6407677437714039
machine,4,4,stratified,0.005,101909,0.5377346456152057
machine,4,4,stratified,0.001,101909,0.4121323926247927
machine,4,5,global,0.05,104531,0.8074159818618399
machine,4,5,global,0.01,104531,0.4467574212434589
machine,4,5,global,0.005,104531,0.21046388152796777
machine,4,5,global,0.001,104531,0.01913308013890616
machine,4,5,stratified,0.05,104531,0.8741904315466226
machine,4,5,stratified,0.01,104531,0.7586266275076292
machine,4,5,stratified,0.005,104531,0.6562646487644813
machine,4,5,stratified,0.001,104531,0.42092776305593554
machine,4,6,global,0.05,110607,0.9578055638431563
machine,4,6,global,0.01,110607,0.6672272098510944
machine,4,6,global,0.005,110607,0.4158868787689748
machine,4,6,global,0.001,110607,0.24410751579918086
machine,4,6,stratified,0.05,110607,0.9887258491777192
machine,4,6,stratified,0.01,110607,0.921279846664316
machine,4,6,stratified,0.005,110607,1.0306761778187636
machine,4,6,stratified,0.001,110607,1.1843735025812108
machine,5,0,global,0.05,120107,0.9797930178923793
machine,5,0,global,0.01,120107,0.740173345433655
machine,5,0,global,0.005,120107,0.5295278376780703
machine,5,0,global,0.001,120107,0.41629546987269683
machine,5,0,stratified,0.05,120107,0.913851815464544
machine,5,0,stratified,0.01,120107,0.8492427585403016
machine,5,0,stratified,0.005,120107,0.8708901229736817
machine,5,0,stratified,0.001,120107,0.7410059363734003
machine,5,1,global,0.05,123838,1.1552189150341574
machine,5,1,global,0.01,123838,1.27343787851871
machine,5,1,global,0.005,123838,1.4195965697120432
machine,5,1,global,0.001,123838,2.5517207965244917
machine,5,1,stratified,0.05,123838,1.3729226893199178
machine,5,1,stratified,0.01,123838,2.0211889726901275
machine,5,1,stratified,0.005,123838,2.506500427978488
machine,5,1,stratified,0.001,123838,4.828889355448246
machine,5,2,global,0.05,110523,1.0899088877428227
machine,5,2,global,0.01,110523,0.9726482270658596
machine,5,2,global,0.005,110523,0.6912588330030853
machine,5,2,global,0.001,110523,0.470490305185346
machine,5,2,stratified,0.05,110523,1.4035087719298245
machine,5,2,stratified,0.01,110523,2.051156772798422
machine,5,2,stratified,0.005,110523,2.1714937162400587
machine,5,2,stratified,0.001,110523,0.9319327198863585
machine,5,3,global,0.05,104501,0.8237241748882785
machine,5,3,global,0.01,104501,0.412436244629238
machine,5,3,global,0.005,104501,0.23923216045779463
machine,5,3,global,0.001,104501,0.2009550147845475
machine,5,3,stratified,0.05,104501,0.9096563669247184
machine,5,3,stratified,0.01,104501,0.7042994803877475
machine,5,3,stratified,0.005,104501,0.6660223347145003
machine,5,3,stratified,0.001,104501,0.5932957579353307
machine,5,4,global,0.05,101513,0.6931131973244805
machine,5,4,global,0.01,101513,0.318185848117975
machine,5,4,global,0.005,101513,0.1674662358515658
machine,5,4,global,0.001,101513,0.18716814595175002
machine,5,4,stratified,0.05,101513,0.8700363500241348
machine,5,4,stratified,0.01,101513,0.6097741176007013
